Customer Segment,RFM_score,F_quartile,R_quartile,M_quartile,Total Paid,last-to-present,Order ID,Units Sold
High paying customer,411,1,4,1,1900873.7,2642,931563651,9241
Normal,422,2,4,2,1449773.6,661,318523538,7048
Churn customer,444,4,4,4,58273.49,1131,386526763,713
High paying customer,421,2,4,1,3150900.4,2724,562101590,7207
Normal,423,2,4,3,586833.6,1917,530262696,5370
Loyal custommer,413,1,4,3,406599.05,1245,536863076,8569
High paying customer,411,1,4,1,3567989.2,1575,850356233,8161
Churn customer,444,4,4,4,179437.76,1236,508014523,1642
High paying customer,421,2,4,1,2342755.17,686,263537824,5553
Normal,342,4,3,2,1598501.84,365,760346877,2392
High paying customer,311,1,3,1,2478002.96,317,203907811,9707
High paying customer,421,2,4,1,4367665.47,1140,729373586,6707
High paying customer,411,1,4,1,6516300.77,1301,594280803,9751
Churn customer,444,4,4,4,9288.8,2065,326137149,85
Loyal custommer,412,1,4,2,1327997.2,2157,114421164,8620
Normal,432,3,4,2,1453690,2465,113524663,3325
High paying customer,421,2,4,1,3545172.35,848,217984473,5305
High paying customer,431,3,4,1,3061338.21,1894,513026177,4701
Loyal custommer,414,1,4,4,84193.92,1408,127838218,9024
Churn customer,444,4,4,4,187336.96,2487,704247081,1216
High paying customer,421,2,4,1,2283495.6,2031,420875346,5223
Churn customer,444,4,4,4,62523.45,1343,975026166,765
Loyal custommer,413,1,4,3,687267.57,2507,891313779,8409
Best customer,111,1,1,1,3843862.4,9,233811223,8792
Churn customer,444,4,4,4,108425.73,609,245440852,257
Loyal custommer,412,1,4,2,1316904.88,1588,343974483,8548
Loyal custommer,414,1,4,4,92637.57,999,598404109,9929
High paying customer,431,3,4,1,2294864.04,1084,798806750,3524
High paying customer,431,3,4,1,2034213.88,1834,802116811,3044
Churn customer,444,4,4,4,13274.56,1159,369560611,52
Churn customer,444,4,4,4,100139,1436,451712596,650
Normal,423,2,4,3,491524.22,1908,393336999,6014
Loyal custommer,412,1,4,2,1197142.68,1666,941933286,7846
Normal,422,2,4,2,1109751.5,776,454533421,5395
"Once Loyal, Now Gone",443,4,4,3,297602.97,2142,344116103,457
Normal,422,2,4,2,1120700.1,694,641413438,7345
Normal,432,3,4,2,1182979.56,2704,967294538,2804
Normal,434,3,4,4,213904.6,771,898295676,4508
"Once Loyal, Now Gone",443,4,4,3,619819.84,2137,297319924,2428
Normal,433,3,4,3,762118.5,1718,495450627,3705
High paying customer,431,3,4,1,2506012.5,653,152826964,3750
Normal,434,3,4,4,190037.25,1646,316418111,4005
Normal,423,2,4,3,508115.41,1603,962169587,6217
Normal,423,2,4,3,335993.45,2766,872081267,7081
Normal,123,2,1,3,623005.28,12,641678225,5701
Loyal custommer,412,1,4,2,1366820.32,2030,715863835,8872
High paying customer,411,1,4,1,2051034.7,1379,612495791,9971
Normal,434,3,4,4,133998.8,1038,650116670,2824
Churn customer,444,4,4,4,132556.64,1586,634397637,1213
Churn customer,444,4,4,4,16131.57,1575,129199063,1729
Normal,423,2,4,3,770096.16,1982,795371806,7047
High paying customer,411,1,4,1,4197120,1705,856443774,9600
High paying customer,421,2,4,1,3879257.97,2720,521681344,5957
Normal,422,2,4,2,1320308.16,1565,783842170,5172
Loyal custommer,412,1,4,2,915766.4,1277,973733985,8380
Normal,134,3,1,4,191745.45,93,122144210,4041
Normal,422,2,4,2,818058.6,1758,476633536,5310
High paying customer,421,2,4,1,2500963.92,1323,979200112,5928
Normal,424,2,4,4,67371.93,998,155508315,7221
Normal,432,3,4,2,896234.9,509,860852897,4357
Normal,234,3,2,4,209159.6,179,162831819,4408
"Once Loyal, Now Gone",442,4,4,2,1037377.53,2161,593171870,1593
Normal,433,3,4,3,305343.28,428,272419154,3736
Loyal custommer,414,1,4,4,85154.91,1588,578666484,9127
Normal,424,2,4,4,55028.34,1038,776849544,5898
Normal,423,2,4,3,518822.04,2637,535740411,6348
Normal,122,2,1,2,1470923.36,66,126948583,5762
Normal,344,4,3,4,13570.7,281,849146878,286
High paying customer,411,1,4,1,2172177.52,1821,861745536,8509
High paying customer,411,1,4,1,3207629.67,2370,515773189,7603
Loyal custommer,413,1,4,3,413716.55,937,687477481,8719
Churn customer,444,4,4,4,503.82,564,182078921,54
Normal,434,3,4,4,28950.99,1696,262177836,3103
Churn customer,444,4,4,4,60235.01,1399,211278092,737
Loyal custommer,413,1,4,3,705002.98,2060,701298367,8626
High paying customer,411,1,4,1,5830655.75,2670,781488692,8725
Normal,423,2,4,3,303442.75,811,413951814,6395
Normal,423,2,4,3,599734.74,2656,917904984,7338
Churn customer,444,4,4,4,41139.15,2267,126729285,867
"Once Loyal, Now Gone",443,4,4,3,317055.48,966,317154967,2058
High paying customer,411,1,4,1,5711703.69,1414,563491618,8547
Churn customer,444,4,4,4,21489.93,505,660481584,33
"Once Loyal, Now Gone",442,4,4,2,988072,2201,821916663,2260
Normal,342,4,3,2,876101.97,322,562419593,1311
High paying customer,421,2,4,1,2364271.56,794,283678424,5604
"Once Loyal, Now Gone",443,4,4,3,336133.74,1946,388728320,2203
"Once Loyal, Now Gone",442,4,4,2,963588.8,519,243521249,2204
Normal,344,4,3,4,3862.62,344,273962390,414
Normal,324,2,3,4,57715.38,276,565376031,6186
Normal,422,2,4,2,1409045,2523,963219296,6850
Loyal custommer,314,1,3,4,77681.58,355,307376277,8326
Loyal custommer,412,1,4,2,1389621.2,944,742932260,9020
Loyal custommer,413,1,4,3,655964.98,628,600763165,8026
Churn customer,444,4,4,4,166538.86,849,687958562,1081
Loyal custommer,412,1,4,2,1236966.06,1091,902160203,8107
Normal,432,3,4,2,1142840.8,2316,930730235,2614
High paying customer,431,3,4,1,1983425.36,793,624400937,2968
Normal,434,3,4,4,182255.45,1132,931477820,3841
High paying customer,121,2,1,1,3455624.17,33,937058103,5171
Normal,422,2,4,2,1066249.26,807,263643825,6921
Normal,422,2,4,2,1319771.2,1500,645701968,6416
Churn customer,444,4,4,4,46771.84,2067,411701333,428
High paying customer,421,2,4,1,4938515.3,1065,599578273,7390
Normal,432,3,4,2,1646932.4,2131,530831754,3767
High paying customer,421,2,4,1,2744394.45,2530,966800153,6505
"Once Loyal, Now Gone",443,4,4,3,528206.28,2089,495138204,1252
High paying customer,411,1,4,1,4274504.4,2217,540347802,9777
High paying customer,411,1,4,1,2137459.44,2153,477184569,8373
Normal,434,3,4,4,193928.15,1426,973482930,4087
Loyal custommer,412,1,4,2,1279230.72,1968,840084016,8384
Loyal custommer,412,1,4,2,785588.76,1589,431467282,9612
Loyal custommer,413,1,4,3,376610.65,1051,791961753,7937
Churn customer,444,4,4,4,10953.42,1617,137814319,1174
Churn customer,444,4,4,4,176696.3,2119,580463349,859
Normal,423,2,4,3,278436.6,683,495593106,5868
Normal,422,2,4,2,880386.6,957,207307565,5770
Normal,433,3,4,3,331905.53,1709,724397122,4061
High paying customer,411,1,4,1,2040963.6,1761,421256434,7995
High paying customer,421,2,4,1,3277688.4,833,798989140,7497
Normal,433,3,4,3,732863.42,2517,652252137,4757
Churn customer,444,4,4,4,7431.04,2365,521086966,68
Normal,433,3,4,3,403945.32,1177,489600837,2622
"Once Loyal, Now Gone",443,4,4,3,262267.5,2594,890478646,1275
High paying customer,421,2,4,1,2590847.2,1743,519417130,5926
Normal,423,2,4,3,514735.54,551,761509025,6298
Loyal custommer,413,1,4,3,778723.44,2755,356413495,9528
Loyal custommer,412,1,4,2,899702.24,1268,984479558,8233
Normal,422,2,4,2,1213012.9,2675,258774220,5897
Normal,433,3,4,3,492524.96,2241,755318915,4507
High paying customer,431,3,4,1,2580745.23,1879,767752778,3963
Normal,233,3,2,3,476965.08,178,291611325,3126
Normal,433,3,4,3,653516.8,2173,354700314,2560
Loyal custommer,413,1,4,3,711214.46,537,993368613,8702
Loyal custommer,412,1,4,2,1425097.2,2524,755605590,9340
Loyal custommer,412,1,4,2,1223082.34,1698,913277423,7939
High paying customer,411,1,4,1,4202803.6,1686,910681045,9613
Normal,433,3,4,3,630875.7,786,307057845,4095
High paying customer,221,2,2,1,4471207.86,140,412601697,6866
Normal,433,3,4,3,444441.76,1560,577094924,4067
Normal,422,2,4,2,887847.78,2271,428919827,5763
Normal,422,2,4,2,1126498.14,1749,111037719,7383
Churn customer,444,4,4,4,56694.08,1759,977897202,368
Loyal custommer,412,1,4,2,1177480.58,1236,894589078,7643
Normal,424,2,4,4,66056.4,2469,278513133,7080
High paying customer,431,3,4,1,3251491.53,904,786544978,4993
Best customer,111,1,1,1,3785714.8,26,910610234,8659
"Once Loyal, Now Gone",443,4,4,3,369887.28,1814,197185981,568
High paying customer,421,2,4,1,2739932.4,1991,364715468,6267
Normal,422,2,4,2,1013868.86,552,295982253,6581
Normal,333,3,3,3,750998.76,221,358594453,4922
Churn customer,444,4,4,4,52879.31,2128,151971662,647
Churn customer,444,4,4,4,39057.84,499,740300261,153
High paying customer,411,1,4,1,2006397.8,2640,515510118,9754
"Once Loyal, Now Gone",443,4,4,3,310958.04,557,434246480,2038
Normal,234,3,2,4,167213.8,147,305940759,3524
Normal,423,2,4,3,472072.48,2007,623768365,5776
High paying customer,421,2,4,1,2771848,441,223259627,6340
Normal,343,4,3,3,326503.12,326,764837539,1279
Churn customer,444,4,4,4,4599.69,1263,605029380,493
Normal,422,2,4,2,1462243.84,429,813040912,5728
High paying customer,421,2,4,1,4120856.88,2701,960446536,6328
Normal,322,2,3,2,1063482.6,224,450652587,6970
High paying customer,431,3,4,1,2040896.58,2043,371361768,3054
Normal,334,3,3,4,127687.95,328,137549102,2691
High paying customer,411,1,4,1,3854387.04,1464,864890372,9136
High paying customer,411,1,4,1,5102230.35,2647,914088094,7835
Churn customer,444,4,4,4,42417.87,927,119935786,519
Normal,432,3,4,2,1021506.2,382,946823489,4966
"Once Loyal, Now Gone",443,4,4,3,305870.25,2022,533322131,725
Normal,422,2,4,2,781024.16,552,264928710,7147
High paying customer,311,1,3,1,2478002.96,344,570997512,9707
Normal,233,3,2,3,577262.82,120,722233331,3747
Normal,422,2,4,2,1144049.56,1525,682066285,7426
Loyal custommer,414,1,4,4,92544.27,1657,576337468,9919
Normal,434,3,4,4,146715.4,2704,601422345,3092
High paying customer,431,3,4,1,2631647.26,1296,104706847,3938
High paying customer,411,1,4,1,4158646.4,2197,259766423,9512
Normal,422,2,4,2,1119213.7,2206,851867711,5441
High paying customer,411,1,4,1,4258328,1994,128448903,9740
Churn customer,444,4,4,4,15410.58,1923,533725535,101
"Once Loyal, Now Gone",443,4,4,3,724385.13,1034,376933038,1717
Loyal custommer,413,1,4,3,764665.88,1017,741311347,9356
"Once Loyal, Now Gone",442,4,4,2,1440476.52,2295,982566821,2212
High paying customer,411,1,4,1,2354447.44,1751,651895511,9223
Churn customer,444,4,4,4,157043.45,2485,766118133,235
High paying customer,321,2,3,1,3857922.71,327,463591134,5773
Loyal custommer,312,1,3,2,1494844.18,318,104253232,9703
High paying customer,411,1,4,1,3456966.66,1781,917874085,8194
New customer,143,4,1,3,368584.86,63,858102881,566
Normal,424,2,4,4,61699.29,1799,524724900,6613
High paying customer,431,3,4,1,3235862.49,863,543237721,4969
Loyal custommer,412,1,4,2,907461.12,953,963021457,8304
Normal,422,2,4,2,1104374.04,2589,324235141,7238
Normal,323,2,3,3,615345.17,304,454777181,7529
Churn customer,444,4,4,4,95460.64,2756,612161910,1168
High paying customer,411,1,4,1,2270715.6,767,693831098,8895
Normal,423,2,4,3,478610.88,921,833654868,5856
High paying customer,421,2,4,1,2601777.2,2712,266445338,5951
Loyal custommer,312,1,3,2,1346484.4,217,118747031,8740
High paying customer,311,1,3,1,2313092.08,230,728401553,9061
Normal,422,2,4,2,1706546.8,1055,807468354,6685
Normal,422,2,4,2,923719.32,2367,575479590,6054
High paying customer,421,2,4,1,4496605.05,1203,904589211,6905
"Once Loyal, Now Gone",443,4,4,3,514644.48,2336,508928191,2016
"Once Loyal, Now Gone",442,4,4,2,1397352.57,1128,672856652,2091
Normal,433,3,4,3,387400.62,1450,533497226,2539
Loyal custommer,413,1,4,3,621148,2746,310955846,7600
"Once Loyal, Now Gone",443,4,4,3,379516.5,1500,930457293,1845
Loyal custommer,312,1,3,2,1050180.8,198,709276759,9610
Best customer,111,1,1,1,2010074.72,52,625025784,7874
High paying customer,421,2,4,1,4086471.05,1405,266614854,6115
High paying customer,411,1,4,1,3886708,2334,897195327,8890
New customer,142,4,1,2,1168804.23,15,380379998,1749
"Once Loyal, Now Gone",442,4,4,2,917245.6,611,819516837,2098
"Once Loyal, Now Gone",443,4,4,3,357192.4,1485,617837893,817
Normal,332,3,3,2,1766905.88,255,706516015,2644
Normal,334,3,3,4,41695.77,355,461187446,4469
High paying customer,431,3,4,1,1905754.8,2251,977572762,4359
High paying customer,421,2,4,1,3217354.8,2163,830618607,7359
High paying customer,421,2,4,1,2558762.85,1954,456934964,6065
Loyal custommer,413,1,4,3,665936.04,421,599445664,8148
Normal,422,2,4,2,1123533.4,2588,400904691,5462
High paying customer,421,2,4,1,4460788.5,1236,975823962,6850
Loyal custommer,414,1,4,4,80779.14,2065,621243655,8658
Normal,433,3,4,3,570792.3,2226,392518174,3705
Normal,433,3,4,3,478033.14,2497,483959186,3133
Churn customer,444,4,4,4,15572.08,405,845631682,61
High paying customer,421,2,4,1,3501556.17,918,213726842,5377
Normal,422,2,4,2,1460264.3,786,583390605,7099
Churn customer,444,4,4,4,163155.04,2453,516394603,1493
Normal,433,3,4,3,758627.76,2289,788099372,4972
Loyal custommer,413,1,4,3,470846.35,764,761724030,9923
Normal,433,3,4,3,671404.8,2000,243964135,3264
High paying customer,421,2,4,1,2353884.8,847,300911939,5384
"Once Loyal, Now Gone",442,4,4,2,961840,2743,657346189,2200
Loyal custommer,412,1,4,2,1779099.3,2416,816463840,8649
High paying customer,331,3,3,1,2694464.64,234,980646789,4032
High paying customer,131,3,1,1,1900614.45,62,820437371,4505
"Once Loyal, Now Gone",442,4,4,2,930579.09,1743,754227149,1429
Normal,423,2,4,3,775560.16,1241,613060557,7097
High paying customer,411,1,4,1,3224083.38,658,885397469,7642
High paying customer,321,2,3,1,4962573.02,360,607756221,7426
Normal,422,2,4,2,1102607.42,1890,319030797,7157
Churn customer,444,4,4,4,6745.59,2749,756252324,723
High paying customer,421,2,4,1,4502134.99,1320,363365352,6737
High paying customer,411,1,4,1,3787728.42,442,815755307,8978
High paying customer,421,2,4,1,3430898.18,816,230149257,5134
"Once Loyal, Now Gone",443,4,4,3,435888.4,895,217192685,997
Normal,132,3,1,2,913719.4,96,692362964,4442
Loyal custommer,413,1,4,3,386148.1,1770,344074475,8138
Normal,422,2,4,2,959880.78,1427,264959609,6291
Normal,122,2,1,2,793568.58,90,657964599,5201
Normal,433,3,4,3,763662.9,929,519380223,5005
High paying customer,421,2,4,1,3083594.01,751,578356206,7309
Normal,122,2,1,2,1146486.12,43,951698243,7514
Churn customer,444,4,4,4,47403.4,464,485775363,580
Normal,433,3,4,3,513173.86,2447,901670968,3331
Normal,344,4,3,4,9413.97,307,384601581,1009
Normal,422,2,4,2,1015409.46,795,354680144,6591
Normal,433,3,4,3,540438.36,591,645083987,3542
Normal,422,2,4,2,1005654.78,1767,436999070,6591
Loyal custommer,412,1,4,2,1433489.1,461,196100652,9395
High paying customer,411,1,4,1,3446447.6,2440,962715899,7883
Normal,343,4,3,3,673758.33,270,329149806,1597
Normal,344,4,3,4,13441.44,223,660312926,123
Normal,432,3,4,2,1066537.92,2563,541100537,2528
High paying customer,321,2,3,1,3241400.8,213,961835706,7414
High paying customer,411,1,4,1,2465238.96,936,473133790,9657
"Once Loyal, Now Gone",443,4,4,3,360038.22,1684,818976962,2337
High paying customer,421,2,4,1,3837580.53,2649,692029941,5893
Normal,423,2,4,3,758621.76,1934,313555657,6942
Normal,424,2,4,4,57939.3,474,311221492,6210
Churn customer,444,4,4,4,85139.64,2366,473542344,558
Normal,422,2,4,2,1488239.5,594,225763309,7235
Normal,432,3,4,2,1839862.29,1865,126808679,4361
High paying customer,431,3,4,1,2221329.48,2614,360481441,3324
Loyal custommer,412,1,4,2,1236947.74,2746,612320268,8029
Normal,433,3,4,3,752565.44,1872,843242156,2948
"Once Loyal, Now Gone",443,4,4,3,379090.8,1693,471484124,1485
Normal,233,3,2,3,272242.63,153,309285581,3331
Loyal custommer,412,1,4,2,929207.84,1909,152505099,8503
Loyal custommer,213,1,2,3,724536.45,132,996951186,8865
Churn customer,444,4,4,4,30376.08,2470,289100348,72
Normal,423,2,4,3,567860.04,1224,435006511,6948
Churn customer,444,4,4,4,154833.63,1226,680521762,367
Loyal custommer,413,1,4,3,389327.25,720,744450175,8205
New customer,143,4,1,3,361886.94,81,259032571,2349
High paying customer,411,1,4,1,2506083.76,838,192993152,9817
Loyal custommer,412,1,4,2,1377296.4,1934,987050187,8940
Normal,432,3,4,2,994148.1,407,845985734,4833
Normal,243,4,2,3,278869.29,148,696844613,661
High paying customer,421,2,4,1,2678579.61,440,422568786,6349
High paying customer,321,2,3,1,2999192,246,848087728,6860
Churn customer,444,4,4,4,19098.51,617,590098273,2047
Normal,434,3,4,4,41957.01,1087,570844733,4497
"Once Loyal, Now Gone",443,4,4,3,625240.98,923,437083184,1482
Normal,432,3,4,2,1271998.35,2687,340204799,3015
Normal,224,2,2,4,52192.02,156,118635022,5594
High paying customer,411,1,4,1,3414969.2,1994,205354487,7811
"Once Loyal, Now Gone",443,4,4,3,322096.38,1756,948064172,2111
"Once Loyal, Now Gone",443,4,4,3,536644.08,1640,986449801,1272
High paying customer,321,2,3,1,4367014.26,335,238737905,6706
Loyal custommer,412,1,4,2,1245112.92,1759,670274865,8082
Normal,433,3,4,3,552098.8,1073,505551183,2684
Loyal custommer,412,1,4,2,1336753.38,1440,614654433,8761
Normal,422,2,4,2,1096439.88,1642,224005925,7186
Normal,434,3,4,4,121661.8,2707,718512141,2564
Normal,422,2,4,2,1021571.86,2637,970213639,6631
High paying customer,411,1,4,1,3386551.2,1941,620429551,7746
"Once Loyal, Now Gone",443,4,4,3,481244.19,1915,263927066,739
High paying customer,421,2,4,1,2294659.71,2171,329196584,5439
High paying customer,421,2,4,1,3795105.33,1494,156009995,5679
High paying customer,421,2,4,1,4290822.69,2047,719404351,6589
Normal,434,3,4,4,146857.75,2511,675867593,3095
Loyal custommer,414,1,4,4,79062.42,1965,255538833,8474
High paying customer,411,1,4,1,6069928.41,2142,339786803,9321
Normal,424,2,4,4,246028.25,1379,313178002,5185
Normal,423,2,4,3,596056.89,2022,888843142,7293
High paying customer,311,1,3,1,6407255.19,240,437347972,9839
"Once Loyal, Now Gone",442,4,4,2,967393.77,2416,111797749,2293
Normal,433,3,4,3,268938.08,1240,247070348,2461
Churn customer,444,4,4,4,145713.9,2370,977324712,955
Normal,433,3,4,3,393954.4,1634,523836123,3605
Normal,432,3,4,2,894501.12,824,296073234,3504
Normal,433,3,4,3,435310.74,1796,226863658,2853
Normal,343,4,3,3,269759.06,259,239768731,1751
Churn customer,444,4,4,4,27948.05,419,973268353,589
High paying customer,421,2,4,1,2346552.18,1989,694968783,5562
Normal,422,2,4,2,1449479.84,1205,584805095,5678
Loyal custommer,314,1,3,4,83130.3,187,150039613,8910
Churn customer,444,4,4,4,113405.5,1905,663057792,2390
Normal,132,3,1,2,1318595.2,69,653597962,3016
Normal,434,3,4,4,36554.94,974,545430696,3918
Churn customer,444,4,4,4,71412.25,981,891898715,1505
Normal,424,2,4,4,246360.4,967,994978797,5192
Normal,422,2,4,2,1689443.04,2044,450550019,6618
Normal,432,3,4,2,1375783.29,1212,864836728,3261
Normal,422,2,4,2,1066249.26,764,551827657,6921
Churn customer,444,4,4,4,247519.2,1991,684853637,2265
High paying customer,431,3,4,1,1854646.08,2243,967733991,2848
High paying customer,421,2,4,1,4841616.15,1976,891681563,7245
"Once Loyal, Now Gone",443,4,4,3,319520.44,798,157653653,2074
Normal,433,3,4,3,314088.39,1360,546140086,3843
"Once Loyal, Now Gone",443,4,4,3,453362.8,458,286978614,2204
